,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
782,1592,0,2.1,0,6.0,1.0,50.0,0.1,181.0,2.0,17.0,510.0,522.0,2103.0,19.0,8.0,7,1,0,0,1
378,1058,0,1.5,0,2.0,0.0,19.0,0.4,166.0,4.0,14.0,493.0,1247.0,418.0,9.0,7.0,16,0,0,1,0
1764,1811,1,2.0,0,3.0,1.0,22.0,0.2,82.0,2.0,8.0,358.0,614.0,2847.0,9.0,2.0,4,1,0,1,2
1767,1136,1,1.6,0,15.0,0.0,32.0,0.5,150.0,6.0,19.0,961.0,1030.0,3210.0,10.0,3.0,8,1,1,1,3
41,1646,1,2.3,0,8.0,1.0,41.0,0.2,185.0,2.0,10.0,1725.0,1932.0,3339.0,18.0,10.0,19,1,1,0,3
1,1021,1,0.5,1,0.0,1.0,53.0,0.7,136.0,3.0,6.0,905.0,1988.0,2631.0,17.0,3.0,7,1,1,0,2
56,823,1,2.7,1,13.0,0.0,60.0,0.5,148.0,8.0,19.0,822.0,1449.0,905.0,14.0,11.0,17,1,1,1,0
1946,590,1,1.2,1,0.0,0.0,32.0,0.4,141.0,6.0,1.0,227.0,509.0,1817.0,10.0,0.0,6,0,1,0,0
1107,1396,0,2.4,1,0.0,0.0,46.0,0.1,138.0,7.0,1.0,1191.0,1347.0,2389.0,7.0,3.0,15,0,0,1,2
60,1484,0,3.0,0,3.0,0.0,12.0,0.6,134.0,3.0,5.0,916.0,969.0,1457.0,14.0,4.0,20,1,1,0,1
1677,614,1,0.7,0,4.0,1.0,51.0,0.1,178.0,7.0,7.0,1012.0,1040.0,2854.0,10.0,7.0,12,1,0,1,2
1360,882,0,0.7,1,9.0,1.0,28.0,0.2,151.0,6.0,16.0,248.0,884.0,751.0,19.0,11.0,8,1,0,1,0
1470,1576,1,2.0,0,0.0,1.0,20.0,0.6,148.0,3.0,0.0,410.0,1551.0,1379.0,17.0,1.0,16,1,0,1,1
1562,1325,0,1.9,0,2.0,0.0,50.0,0.1,146.0,1.0,10.0,499.0,695.0,2328.0,17.0,10.0,2,1,0,0,2
1489,772,1,1.2,1,7.0,1.0,8.0,0.6,134.0,7.0,8.0,552.0,1802.0,422.0,7.0,6.0,15,1,0,0,0
1247,1566,1,0.5,1,0.0,0.0,20.0,0.5,126.0,2.0,0.0,1603.0,1930.0,659.0,14.0,9.0,13,1,1,1,1
242,822,1,0.5,0,0.0,1.0,51.0,0.3,157.0,6.0,20.0,667.0,860.0,3846.0,10.0,1.0,3,1,0,0,3
1890,1991,0,2.8,0,3.0,1.0,15.0,0.1,181.0,1.0,13.0,298.0,1037.0,1861.0,8.0,5.0,17,1,1,1,1
1211,713,1,1.6,0,7.0,1.0,2.0,0.4,181.0,8.0,9.0,1211.0,1378.0,485.0,10.0,6.0,4,1,1,1,0
1048,1960,1,2.1,0,1.0,0.0,7.0,0.2,165.0,7.0,9.0,868.0,877.0,3773.0,11.0,9.0,6,0,1,1,3
474,1968,0,0.9,0,0.0,0.0,22.0,0.8,115.0,3.0,7.0,861.0,1259.0,2323.0,9.0,8.0,7,0,0,1,2
30,1579,1,0.5,1,0.0,0.0,5.0,0.2,88.0,7.0,9.0,1358.0,1739.0,3532.0,17.0,11.0,12,0,0,1,3
106,1661,0,1.9,1,5.0,0.0,23.0,1.0,172.0,5.0,10.0,846.0,1634.0,2676.0,12.0,6.0,11,0,1,1,3
841,510,0,1.7,1,3.0,0.0,35.0,0.8,120.0,3.0,6.0,382.0,1228.0,2509.0,17.0,2.0,11,0,1,1,1
1019,1986,0,2.7,1,3.0,1.0,64.0,0.2,162.0,4.0,20.0,236.0,1520.0,1377.0,5.0,3.0,15,1,1,1,1
1983,1262,0,1.8,1,12.0,0.0,34.0,0.1,149.0,5.0,16.0,223.0,737.0,3248.0,13.0,3.0,4,0,1,1,2
135,1213,1,0.5,0,0.0,0.0,16.0,0.5,108.0,5.0,0.0,226.0,1248.0,2700.0,12.0,3.0,9,0,0,1,2
1585,1992,1,0.6,1,11.0,0.0,2.0,0.1,141.0,1.0,14.0,649.0,895.0,3206.0,10.0,9.0,10,1,1,0,3
1024,950,1,0.5,0,9.0,0.0,55.0,0.1,156.0,5.0,10.0,774.0,843.0,1095.0,14.0,12.0,13,0,1,0,0
1975,1157,1,0.8,0,7.0,0.0,27.0,0.1,88.0,8.0,8.0,1694.0,1798.0,2885.0,8.0,4.0,2,1,0,1,3
1962,635,1,0.5,0,9.0,0.0,16.0,1.0,110.0,7.0,17.0,599.0,1299.0,2452.0,19.0,17.0,8,1,0,0,2
913,1763,0,2.9,1,1.0,1.0,53.0,0.2,101.0,4.0,20.0,138.0,806.0,2066.0,12.0,9.0,17,1,1,1,1
490,685,0,2.7,0,7.0,0.0,17.0,0.3,174.0,6.0,20.0,725.0,870.0,1223.0,8.0,0.0,18,1,0,1,0
884,841,1,0.5,1,8.0,0.0,39.0,0.1,199.0,6.0,13.0,546.0,828.0,2942.0,11.0,5.0,16,0,1,1,2
1485,742,1,2.3,0,0.0,0.0,21.0,0.7,104.0,8.0,1.0,875.0,925.0,331.0,11.0,8.0,7,1,0,0,0
326,1144,1,1.5,1,0.0,0.0,21.0,0.4,189.0,1.0,11.0,159.0,724.0,3252.0,16.0,0.0,8,0,0,0,2
1466,1045,1,1.2,1,3.0,1.0,40.0,0.1,175.0,6.0,7.0,1078.0,1564.0,2137.0,11.0,8.0,12,1,0,1,2
540,504,1,0.5,1,5.0,0.0,16.0,0.1,166.0,1.0,9.0,767.0,1665.0,701.0,17.0,15.0,15,1,0,1,0
231,1313,1,1.8,1,4.0,0.0,9.0,0.4,105.0,1.0,6.0,416.0,1308.0,3791.0,11.0,10.0,6,0,1,1,3
1865,1748,1,0.5,1,11.0,1.0,53.0,0.5,114.0,4.0,20.0,718.0,1109.0,2633.0,16.0,0.0,9,1,0,0,2
283,659,0,2.7,0,6.0,1.0,6.0,0.5,110.0,3.0,7.0,1054.0,1929.0,2044.0,15.0,5.0,2,1,0,1,1
1204,1524,0,2.5,1,11.0,1.0,41.0,1.0,96.0,4.0,20.0,184.0,740.0,1936.0,7.0,0.0,9,1,1,1,1
596,1175,0,0.6,0,10.0,0.0,25.0,0.1,145.0,2.0,12.0,137.0,1501.0,3153.0,9.0,4.0,12,1,0,0,2
1313,730,1,0.5,1,3.0,1.0,27.0,0.1,112.0,5.0,10.0,62.0,846.0,3623.0,9.0,4.0,15,1,1,0,2
1658,1812,1,1.3,1,4.0,1.0,42.0,1.0,162.0,7.0,15.0,380.0,1550.0,3338.0,18.0,13.0,11,1,1,1,3
1533,642,1,0.5,0,0.0,1.0,38.0,0.8,86.0,5.0,10.0,887.0,1775.0,435.0,9.0,2.0,2,1,1,0,0
1079,1893,1,0.5,1,1.0,0.0,23.0,0.1,179.0,8.0,3.0,1203.0,1432.0,1482.0,15.0,7.0,17,0,1,0,2
1226,603,1,2.5,1,3.0,0.0,35.0,0.7,126.0,3.0,16.0,692.0,1057.0,3703.0,13.0,1.0,9,0,0,1,3
1009,1881,0,2.2,0,4.0,0.0,51.0,0.3,158.0,5.0,7.0,477.0,1553.0,1229.0,12.0,0.0,14,1,0,0,1
1482,520,0,2.3,0,0.0,1.0,31.0,0.8,145.0,6.0,14.0,264.0,519.0,2753.0,13.0,7.0,17,1,0,1,1
546,1350,1,0.5,1,0.0,1.0,50.0,0.8,181.0,8.0,4.0,369.0,544.0,2287.0,15.0,1.0,8,1,1,0,1
296,1595,1,2.6,0,7.0,0.0,12.0,0.3,121.0,8.0,19.0,344.0,655.0,3608.0,15.0,1.0,16,0,1,0,3
566,1170,1,1.2,0,4.0,0.0,30.0,0.4,83.0,8.0,15.0,27.0,1722.0,1073.0,6.0,4.0,8,1,1,0,0
619,598,0,2.3,1,7.0,0.0,21.0,0.7,196.0,2.0,10.0,680.0,1173.0,3293.0,8.0,4.0,7,1,0,1,2
1714,1698,0,2.8,0,10.0,1.0,7.0,0.8,131.0,8.0,12.0,26.0,508.0,2992.0,15.0,3.0,17,1,1,0,2
653,571,0,1.6,1,8.0,0.0,35.0,0.2,186.0,7.0,20.0,177.0,1282.0,2598.0,13.0,5.0,8,1,1,0,1
205,765,0,0.5,1,0.0,1.0,47.0,0.3,115.0,8.0,1.0,1277.0,1429.0,2243.0,11.0,7.0,4,1,0,1,2
697,1567,0,0.5,1,3.0,0.0,22.0,0.5,119.0,6.0,6.0,545.0,1621.0,2312.0,9.0,1.0,18,1,0,0,2
779,819,1,2.5,1,0.0,1.0,11.0,0.2,83.0,8.0,1.0,438.0,822.0,1094.0,10.0,5.0,15,1,0,0,0
761,558,1,2.8,0,1.0,1.0,49.0,0.8,142.0,5.0,4.0,997.0,1605.0,392.0,10.0,5.0,8,1,1,1,0
398,1323,1,2.5,1,10.0,1.0,28.0,0.2,131.0,4.0,12.0,162.0,619.0,1892.0,10.0,0.0,15,1,1,1,1
891,1652,0,0.6,1,4.0,1.0,40.0,1.0,198.0,7.0,6.0,352.0,1084.0,3592.0,7.0,6.0,6,1,0,0,3
501,1773,1,2.5,0,16.0,1.0,32.0,0.6,170.0,6.0,18.0,1215.0,1472.0,3566.0,17.0,6.0,13,1,0,1,3
210,1395,0,1.8,1,0.0,0.0,23.0,0.1,111.0,3.0,1.0,213.0,705.0,2571.0,11.0,0.0,13,1,0,1,2
669,723,0,0.5,0,0.0,1.0,3.0,0.2,168.0,4.0,3.0,920.0,1748.0,1851.0,15.0,3.0,16,1,0,0,1
1220,580,1,2.1,1,0.0,0.0,24.0,0.4,135.0,4.0,5.0,404.0,898.0,3565.0,12.0,11.0,8,1,0,1,2
1085,1741,1,0.5,0,1.0,1.0,55.0,0.1,140.0,5.0,3.0,719.0,755.0,2575.0,13.0,10.0,7,1,1,1,2
438,853,1,2.0,0,10.0,1.0,3.0,0.6,200.0,2.0,16.0,674.0,740.0,3701.0,15.0,8.0,8,1,1,0,3
349,635,1,0.5,1,2.0,0.0,42.0,0.4,149.0,3.0,4.0,300.0,1059.0,2973.0,12.0,5.0,18,0,0,1,2
131,1790,0,2.5,1,9.0,0.0,2.0,0.1,184.0,1.0,14.0,622.0,792.0,1366.0,7.0,0.0,20,1,1,1,1
1856,1786,0,2.6,0,6.0,0.0,14.0,1.0,115.0,4.0,15.0,616.0,912.0,3038.0,18.0,0.0,14,1,0,0,3
912,626,0,0.7,1,2.0,1.0,23.0,0.5,187.0,2.0,9.0,90.0,1334.0,3458.0,7.0,5.0,11,1,0,1,2
1467,1497,1,0.9,1,4.0,1.0,10.0,0.1,153.0,8.0,20.0,98.0,977.0,3696.0,9.0,0.0,3,1,0,1,3
177,1949,0,1.3,1,0.0,0.0,23.0,0.1,101.0,5.0,1.0,839.0,1136.0,2478.0,14.0,8.0,20,1,0,0,3
860,1829,1,0.5,0,0.0,1.0,15.0,0.4,160.0,5.0,7.0,729.0,1267.0,2080.0,16.0,11.0,12,1,0,1,2
1036,688,0,2.5,1,0.0,0.0,57.0,0.8,131.0,7.0,3.0,426.0,1964.0,3745.0,17.0,1.0,4,0,1,0,3
147,1461,0,2.4,1,3.0,1.0,40.0,0.5,141.0,7.0,4.0,1265.0,1298.0,3799.0,16.0,1.0,4,1,0,0,3
684,706,0,0.5,0,13.0,1.0,31.0,0.1,108.0,3.0,19.0,543.0,938.0,2419.0,8.0,7.0,4,1,0,1,1
1730,1607,0,1.1,1,6.0,1.0,20.0,1.0,192.0,2.0,8.0,776.0,1005.0,885.0,11.0,1.0,14,1,1,0,0
1700,742,1,0.5,0,0.0,1.0,36.0,0.7,139.0,3.0,1.0,1161.0,1288.0,292.0,8.0,0.0,6,1,1,1,0
1955,1515,1,2.1,1,4.0,1.0,24.0,0.9,176.0,5.0,6.0,747.0,1247.0,3104.0,6.0,5.0,20,1,0,0,3
931,582,0,0.5,1,3.0,0.0,27.0,0.2,168.0,3.0,10.0,985.0,1420.0,2437.0,19.0,2.0,2,1,1,1,2
238,1330,0,0.5,0,0.0,0.0,38.0,1.0,183.0,7.0,1.0,1290.0,1441.0,1733.0,9.0,0.0,11,1,0,1,1
1087,1331,0,0.5,0,8.0,0.0,55.0,0.9,146.0,3.0,15.0,1162.0,1531.0,1732.0,6.0,2.0,11,1,0,1,1
807,1312,0,1.3,0,5.0,1.0,10.0,0.6,163.0,2.0,9.0,95.0,893.0,3941.0,6.0,2.0,13,1,1,1,3
1449,602,0,0.9,0,9.0,0.0,50.0,0.9,141.0,8.0,18.0,1571.0,1717.0,2189.0,7.0,5.0,16,0,1,0,2
1436,514,1,2.9,1,5.0,0.0,18.0,0.7,141.0,2.0,8.0,1083.0,1492.0,980.0,13.0,7.0,16,0,0,1,0
91,1977,1,2.0,1,7.0,1.0,54.0,1.0,171.0,7.0,18.0,1226.0,1242.0,1971.0,18.0,7.0,14,1,1,0,2
551,1900,1,2.0,1,1.0,0.0,41.0,0.5,190.0,8.0,6.0,912.0,1596.0,850.0,5.0,1.0,4,1,1,1,1
630,1645,1,1.8,0,1.0,0.0,21.0,0.7,123.0,7.0,2.0,897.0,1308.0,783.0,10.0,8.0,20,1,0,0,0
1242,989,1,1.6,1,11.0,1.0,24.0,0.6,156.0,8.0,17.0,614.0,679.0,2819.0,16.0,13.0,5,1,0,1,2
257,507,1,0.5,1,1.0,0.0,32.0,0.5,141.0,7.0,11.0,936.0,1398.0,1702.0,17.0,0.0,5,1,1,1,1
636,570,1,0.5,1,2.0,0.0,9.0,0.3,111.0,7.0,5.0,1331.0,1917.0,3663.0,14.0,10.0,14,0,0,0,3
651,1762,1,2.5,0,10.0,1.0,15.0,0.3,107.0,8.0,11.0,1103.0,1364.0,2183.0,8.0,3.0,11,1,1,0,2
1536,1412,0,0.6,0,9.0,0.0,57.0,0.2,86.0,3.0,10.0,2.0,660.0,1853.0,15.0,10.0,18,0,0,1,1
945,832,0,1.1,0,0.0,1.0,46.0,0.3,93.0,6.0,0.0,820.0,1366.0,3317.0,8.0,0.0,19,1,1,0,3
793,1347,0,0.9,1,8.0,1.0,53.0,0.8,108.0,6.0,15.0,961.0,1008.0,3836.0,15.0,3.0,14,1,0,1,3
1903,1361,1,1.4,0,1.0,0.0,47.0,1.0,169.0,5.0,2.0,881.0,1382.0,2495.0,8.0,7.0,16,0,0,1,2
794,967,1,1.6,0,4.0,0.0,25.0,0.6,92.0,8.0,9.0,243.0,1642.0,3076.0,7.0,4.0,18,0,1,1,2
536,577,0,2.4,0,8.0,1.0,37.0,0.9,161.0,6.0,20.0,1087.0,1450.0,814.0,11.0,7.0,19,1,1,1,0
269,1281,1,2.3,1,0.0,0.0,28.0,0.3,148.0,1.0,6.0,1285.0,1617.0,1129.0,12.0,1.0,6,0,1,0,1
1144,1285,0,2.4,0,1.0,1.0,51.0,1.0,140.0,7.0,2.0,475.0,500.0,2094.0,8.0,0.0,10,1,0,0,1
1711,916,1,0.5,0,0.0,1.0,47.0,0.2,82.0,4.0,1.0,1147.0,1393.0,1659.0,11.0,10.0,11,1,1,0,1
1256,1747,0,0.5,0,4.0,0.0,13.0,0.7,185.0,6.0,12.0,800.0,873.0,3105.0,7.0,1.0,10,1,0,0,3
1428,1823,0,2.8,1,11.0,0.0,10.0,0.6,81.0,8.0,19.0,362.0,1250.0,1812.0,5.0,0.0,19,1,1,1,2
1586,546,1,2.6,1,5.0,0.0,26.0,1.0,159.0,5.0,15.0,416.0,1658.0,1550.0,7.0,2.0,3,0,1,0,1
1505,852,0,1.8,1,5.0,1.0,8.0,0.8,160.0,5.0,9.0,683.0,1349.0,315.0,7.0,6.0,20,1,0,0,0
1452,1450,0,2.1,0,1.0,0.0,31.0,0.6,114.0,5.0,4.0,1573.0,1639.0,794.0,11.0,5.0,9,0,1,1,1
1433,659,0,2.2,0,0.0,1.0,24.0,0.7,151.0,8.0,2.0,924.0,1877.0,3925.0,8.0,1.0,10,1,1,1,3
743,1159,1,2.8,0,5.0,1.0,18.0,0.5,83.0,1.0,7.0,681.0,723.0,2246.0,8.0,1.0,3,1,1,0,1
578,1195,0,2.0,1,1.0,1.0,23.0,0.1,82.0,4.0,9.0,163.0,1100.0,980.0,13.0,9.0,17,1,0,0,0
1071,1540,0,0.7,1,1.0,0.0,60.0,0.8,197.0,7.0,12.0,704.0,822.0,1591.0,19.0,0.0,2,1,0,1,1
1236,1794,1,0.5,1,5.0,1.0,55.0,0.5,86.0,7.0,7.0,43.0,627.0,402.0,14.0,7.0,14,1,0,1,0
663,1623,1,1.2,0,6.0,1.0,61.0,0.9,120.0,7.0,12.0,1568.0,1832.0,1510.0,12.0,10.0,17,1,1,0,2
1495,1472,0,3.0,0,4.0,1.0,20.0,0.3,169.0,2.0,6.0,443.0,892.0,797.0,6.0,1.0,11,1,1,0,0
1210,805,1,1.7,1,0.0,1.0,58.0,0.9,168.0,3.0,10.0,81.0,1544.0,3397.0,7.0,6.0,2,1,0,0,2
567,1269,1,1.3,0,14.0,0.0,52.0,0.8,118.0,2.0,15.0,1597.0,1920.0,665.0,18.0,5.0,5,0,0,0,1
1689,1219,0,1.6,1,5.0,0.0,4.0,0.3,169.0,6.0,7.0,1419.0,1698.0,1998.0,9.0,2.0,4,0,0,0,2
612,1836,1,2.1,1,0.0,1.0,30.0,0.2,184.0,7.0,15.0,276.0,1230.0,3072.0,7.0,3.0,5,1,1,0,3
1609,1148,0,2.3,1,0.0,1.0,58.0,0.3,170.0,5.0,20.0,606.0,688.0,3127.0,10.0,7.0,11,1,0,0,2
1518,844,0,2.2,1,1.0,1.0,22.0,0.9,197.0,7.0,2.0,777.0,1995.0,3154.0,14.0,11.0,7,1,0,0,3
136,1272,1,2.5,1,0.0,0.0,22.0,0.9,133.0,6.0,8.0,605.0,669.0,2235.0,19.0,4.0,4,1,0,0,1
832,1860,0,0.5,1,2.0,1.0,55.0,0.7,83.0,6.0,3.0,195.0,799.0,676.0,15.0,0.0,4,1,0,1,0
79,1103,0,1.0,1,6.0,0.0,29.0,0.7,111.0,6.0,8.0,990.0,1486.0,1837.0,8.0,7.0,16,0,1,1,1
320,728,0,1.7,1,0.0,1.0,5.0,0.6,101.0,2.0,20.0,584.0,775.0,834.0,16.0,0.0,5,1,1,0,0
1823,1493,0,1.5,1,13.0,0.0,53.0,0.5,102.0,5.0,16.0,240.0,1414.0,2083.0,19.0,15.0,20,0,1,1,2
1295,1347,0,1.5,1,10.0,0.0,56.0,0.3,95.0,1.0,19.0,398.0,1528.0,2456.0,13.0,0.0,13,1,1,1,2
426,1190,1,2.2,1,9.0,0.0,47.0,0.3,186.0,6.0,10.0,1417.0,1441.0,624.0,9.0,3.0,19,1,1,1,0
422,1503,1,0.7,0,10.0,1.0,43.0,0.2,166.0,4.0,14.0,841.0,1304.0,2122.0,15.0,1.0,2,1,0,0,2
49,596,0,2.1,1,9.0,0.0,64.0,0.8,111.0,8.0,15.0,885.0,1854.0,3238.0,16.0,13.0,10,0,0,0,3
994,818,0,1.3,0,14.0,0.0,43.0,0.9,177.0,6.0,15.0,111.0,510.0,546.0,12.0,6.0,7,1,1,1,0
1104,989,1,1.8,1,4.0,1.0,55.0,0.7,124.0,1.0,12.0,46.0,1069.0,1737.0,8.0,5.0,10,1,0,1,1
1702,1424,1,2.9,1,0.0,0.0,20.0,0.6,180.0,5.0,0.0,181.0,1199.0,2658.0,15.0,0.0,19,1,0,0,2
862,1065,1,0.5,0,0.0,1.0,14.0,0.7,89.0,2.0,2.0,188.0,928.0,3078.0,10.0,1.0,18,1,0,1,2
14,1866,0,0.5,0,13.0,1.0,52.0,0.7,185.0,1.0,17.0,356.0,563.0,373.0,14.0,9.0,3,1,0,1,0
322,1504,0,2.3,1,1.0,0.0,64.0,0.9,182.0,1.0,2.0,19.0,1923.0,3059.0,6.0,5.0,10,0,1,0,3
763,1741,1,1.8,0,0.0,0.0,14.0,0.7,143.0,8.0,0.0,730.0,1895.0,3387.0,11.0,3.0,3,1,0,0,3
1998,1512,0,0.9,0,4.0,1.0,46.0,0.1,145.0,5.0,5.0,336.0,670.0,869.0,18.0,10.0,19,1,1,1,0
1154,987,0,2.0,1,1.0,0.0,20.0,0.8,192.0,7.0,3.0,412.0,565.0,1454.0,11.0,3.0,8,1,1,0,0
641,518,0,0.8,1,0.0,0.0,3.0,0.1,178.0,7.0,1.0,437.0,1947.0,2832.0,5.0,0.0,8,1,0,1,2
951,633,1,1.4,0,0.0,1.0,46.0,0.7,102.0,6.0,10.0,709.0,1915.0,1401.0,19.0,14.0,11,1,1,0,1
1265,503,1,1.8,1,1.0,1.0,13.0,0.7,131.0,1.0,4.0,1495.0,1688.0,3117.0,19.0,6.0,9,1,0,1,3
1391,794,0,2.5,1,15.0,0.0,14.0,0.6,197.0,3.0,19.0,312.0,1376.0,2171.0,19.0,8.0,18,0,0,1,1
305,1348,0,2.0,0,18.0,0.0,52.0,0.3,98.0,3.0,20.0,1869.0,1942.0,955.0,18.0,11.0,7,1,1,1,1
314,1163,0,2.8,1,0.0,0.0,49.0,0.6,155.0,2.0,0.0,520.0,754.0,2768.0,19.0,2.0,12,0,0,1,2
1067,1703,1,0.5,0,5.0,1.0,23.0,0.2,92.0,6.0,7.0,134.0,521.0,793.0,7.0,3.0,17,1,1,0,0
772,576,0,0.8,0,0.0,1.0,27.0,0.1,121.0,2.0,4.0,757.0,1518.0,1519.0,18.0,6.0,8,1,0,1,1
1443,1180,1,2.5,0,0.0,1.0,27.0,0.1,90.0,6.0,1.0,168.0,540.0,348.0,7.0,5.0,19,1,1,1,0
1477,1150,1,2.7,0,0.0,0.0,39.0,0.4,151.0,8.0,1.0,397.0,800.0,999.0,6.0,2.0,11,1,1,0,0
227,1151,1,2.9,1,0.0,0.0,31.0,0.6,128.0,8.0,1.0,1022.0,1560.0,2377.0,18.0,8.0,13,0,1,0,2
1345,947,1,0.5,0,1.0,1.0,51.0,0.1,144.0,2.0,15.0,193.0,887.0,2915.0,17.0,1.0,6,1,1,1,2
480,1417,1,2.7,0,2.0,1.0,56.0,0.9,114.0,6.0,4.0,494.0,1649.0,590.0,11.0,3.0,6,1,0,1,0
1543,790,0,0.5,1,7.0,1.0,44.0,0.1,89.0,8.0,8.0,1100.0,1437.0,3424.0,13.0,11.0,9,1,1,0,3
471,1948,0,2.8,1,8.0,0.0,16.0,0.1,100.0,5.0,10.0,631.0,1940.0,3630.0,9.0,7.0,17,0,1,0,3
353,1182,0,0.5,0,7.0,1.0,8.0,0.5,138.0,8.0,16.0,275.0,986.0,2563.0,19.0,17.0,19,1,0,0,2
165,517,0,1.4,1,3.0,1.0,33.0,0.8,183.0,4.0,8.0,660.0,974.0,3704.0,17.0,16.0,11,1,0,1,3
771,550,1,0.5,0,16.0,1.0,23.0,0.1,145.0,2.0,17.0,486.0,1930.0,302.0,18.0,5.0,8,1,0,0,0
1065,1043,1,0.5,0,7.0,0.0,42.0,0.1,111.0,3.0,8.0,716.0,1626.0,912.0,16.0,9.0,6,0,1,0,0
876,1064,0,2.9,1,1.0,1.0,34.0,0.2,184.0,6.0,13.0,1175.0,1569.0,654.0,16.0,13.0,6,1,0,0,0
747,1648,1,0.5,0,1.0,1.0,17.0,0.9,142.0,2.0,3.0,1119.0,1238.0,1184.0,6.0,2.0,2,1,0,1,1
1160,1159,0,2.7,0,13.0,1.0,28.0,0.2,80.0,8.0,18.0,378.0,751.0,2495.0,10.0,0.0,9,1,1,1,2
410,1029,1,1.9,1,5.0,1.0,5.0,0.2,171.0,5.0,8.0,264.0,956.0,582.0,15.0,7.0,4,1,1,1,0
978,1359,0,0.6,0,4.0,0.0,59.0,0.3,86.0,2.0,6.0,1692.0,1902.0,3142.0,19.0,3.0,17,0,1,1,3
1199,894,0,0.7,0,2.0,1.0,58.0,0.1,123.0,2.0,3.0,158.0,747.0,3305.0,12.0,7.0,2,1,0,0,2
1384,1163,1,1.9,0,6.0,0.0,2.0,0.9,133.0,5.0,20.0,919.0,1076.0,1568.0,14.0,0.0,19,1,0,0,1
343,1034,1,2.7,1,6.0,0.0,37.0,0.7,120.0,7.0,20.0,707.0,1199.0,3625.0,17.0,1.0,12,0,1,1,3
1679,1470,1,1.7,1,6.0,0.0,45.0,0.1,121.0,1.0,9.0,777.0,1090.0,3259.0,10.0,1.0,14,1,0,1,3
595,652,0,0.5,1,1.0,0.0,58.0,0.6,142.0,3.0,2.0,464.0,781.0,565.0,18.0,12.0,9,0,0,1,0
262,1431,1,0.5,0,0.0,1.0,56.0,0.6,191.0,1.0,1.0,156.0,952.0,461.0,7.0,3.0,8,1,0,0,0
485,1277,0,3.0,0,0.0,1.0,41.0,0.3,200.0,4.0,3.0,902.0,1090.0,429.0,9.0,4.0,14,1,1,1,0
577,934,0,1.1,0,7.0,0.0,24.0,0.8,112.0,5.0,12.0,1111.0,1463.0,1017.0,12.0,7.0,9,0,0,1,0
116,909,1,1.4,0,0.0,0.0,53.0,0.3,82.0,8.0,0.0,635.0,973.0,3187.0,12.0,9.0,4,1,0,0,2
475,1122,0,1.2,0,9.0,0.0,2.0,0.6,120.0,4.0,14.0,331.0,790.0,3291.0,11.0,2.0,13,1,1,1,2
1493,1183,1,0.5,1,3.0,1.0,48.0,0.1,120.0,8.0,12.0,268.0,1010.0,1152.0,8.0,3.0,3,1,0,0,0
688,1314,0,2.9,1,8.0,1.0,41.0,0.1,155.0,4.0,12.0,113.0,577.0,626.0,10.0,4.0,4,1,1,1,0
685,1362,0,0.5,0,3.0,0.0,25.0,0.8,131.0,7.0,9.0,553.0,1505.0,995.0,7.0,6.0,18,0,1,1,0
956,862,0,2.3,0,9.0,1.0,6.0,0.1,107.0,8.0,14.0,829.0,1977.0,3458.0,9.0,4.0,9,1,1,1,3
32,1319,1,0.9,0,3.0,1.0,41.0,0.9,107.0,1.0,18.0,85.0,1152.0,2227.0,18.0,5.0,3,1,1,1,1
1765,765,1,2.5,0,3.0,0.0,44.0,0.3,88.0,8.0,11.0,1364.0,1851.0,2256.0,6.0,1.0,19,0,1,1,2
402,1479,0,0.5,0,8.0,0.0,19.0,0.6,156.0,3.0,10.0,180.0,1476.0,3323.0,13.0,12.0,6,1,0,1,3
351,1557,0,2.8,1,16.0,0.0,2.0,0.1,123.0,5.0,20.0,1107.0,1442.0,2690.0,18.0,16.0,9,0,0,1,3
705,1519,0,2.9,0,2.0,0.0,30.0,0.7,112.0,7.0,8.0,1122.0,1702.0,2440.0,9.0,5.0,10,1,1,1,2
437,1472,0,2.8,1,1.0,0.0,36.0,0.5,130.0,6.0,10.0,1452.0,1744.0,985.0,12.0,11.0,7,1,1,0,1
1628,999,0,2.6,1,11.0,1.0,56.0,1.0,165.0,4.0,13.0,342.0,1641.0,3083.0,8.0,4.0,11,1,1,1,2
1303,888,0,2.6,1,2.0,1.0,33.0,0.4,198.0,2.0,17.0,327.0,1683.0,3407.0,12.0,1.0,20,1,0,0,3
277,1281,1,2.8,1,3.0,1.0,8.0,0.3,144.0,4.0,19.0,590.0,954.0,1851.0,8.0,2.0,9,1,1,0,1
1004,965,1,0.5,0,15.0,0.0,53.0,1.0,131.0,8.0,19.0,297.0,653.0,3227.0,12.0,6.0,8,1,0,0,2
954,922,1,0.7,0,0.0,1.0,47.0,1.0,157.0,8.0,14.0,1295.0,1808.0,1464.0,17.0,4.0,12,1,0,1,1
1596,832,1,0.5,1,1.0,1.0,5.0,0.1,165.0,5.0,2.0,9.0,1944.0,3946.0,12.0,5.0,14,1,1,1,3
1703,942,0,1.4,1,8.0,0.0,27.0,0.5,91.0,4.0,9.0,754.0,1532.0,587.0,6.0,3.0,13,0,1,1,0
1109,1542,0,2.3,0,1.0,0.0,43.0,0.8,182.0,2.0,11.0,346.0,966.0,3601.0,14.0,4.0,16,0,0,0,3
